Date,Silver_Price,Open,High,Low,Volume,Change_Percent
2018-03-16,17,17,17,17,0.00K,-0.84%
2018-03-15,18,17,17,17,0.00K,-0.71%
2018-03-14,18,17,17,17,0.03K,-0.52%
2018-03-13,18,17,17,17,0.01K,0.55%
2018-03-12,18,17,17,16,0.05K,6.76%
2018-03-11,17,17,17,17,-,-6.72%
2018-03-09,18,17,17,17,0.00K,0.66%
2018-03-08,18,16,16,16,0.07K,0.07%
2018-03-07,18,17,17,16,0.03K,-1.62%
2018-03-06,18,16,17,16,0.34K,2.12%
2018-03-05,18,17,17,17,0.03K,6.47%
2018-03-04,17,17,17,17,-,-6.35%
2018-03-02,18,16,16,16,0.08K,1.15%
2018-03-01,17,16,16,16,0.56K,-0.73%
2018-02-28,18,16,16,16,1.02K,0.11%
2018-02-27,18,17,17,16,23.90K,-0.99%
2018-02-26,18,17,17,17,-,7.84%
2018-02-25,16,16,16,16,-,-6.88%
2018-02-23,18,17,17,17,0.02K,-0.51%
2018-02-22,18,17,17,17,0.02K,-0.21%
2018-02-21,18,17,17,17,-,0.99%
2018-02-20,18,16,16,16,0.03K,6.08%
2018-02-19,17,17,17,17,-,0.03%
2018-02-18,17,17,17,17,-,-7.25%
2018-02-16,18,17,17,17,0.00K,-0.44%
2018-02-15,18,17,17,17,0.02K,-0.38%
2018-02-14,18,17,17,17,0.20K,1.95%
2018-02-13,18,17,17,17,0.00K,-0.27%
2018-02-12,18,16,16,16,0.00K,8.78%
2018-02-11,16,16,16,16,-,-5.81%
2018-02-09,17,16,16,16,0.02K,-1.18%
2018-02-08,18,16,16,16,0.01K,0.57%
2018-02-07,17,17,17,17,0.00K,-1.98%
2018-02-06,18,17,17,17,0.21K,-0.51%
2018-02-05,18,17,17,17,0.01K,7.74%
2018-02-04,17,17,17,17,-,-7.41%
2018-02-02,18,17,17,17,0.00K,-2.43%
2018-02-01,18,17,17,17,-,-0.47%
2018-01-31,18,17,17,17,0.02K,1.07%
2018-01-30,18,17,17,17,0.02K,-0.37%
2018-01-29,18,17,17,17,0.02K,5.27%
2018-01-28,17,17,17,17,-,-6.63%
2018-01-26,19,17,17,17,0.00K,-0.94%
2018-01-25,19,18,18,18,0.03K,0.66%
2018-01-24,19,17,17,17,0.00K,3.50%
2018-01-23,18,17,17,17,0.00K,-0.42%
2018-01-22,18,17,17,17,0.00K,6.23%
2018-01-21,17,17,17,17,-,-5.59%
2018-01-19,18,17,17,17,0.04K,0.47%
2018-01-18,18,17,17,17,0.01K,-1.16%
2018-01-17,18,17,17,17,0.09K,-0.10%
2018-01-16,18,17,17,17,0.00K,4.93%
2018-01-15,17,17,17,17,-,0.78%
2018-01-14,17,17,17,17,-,-5.09%
2018-01-12,18,17,17,17,0.05K,1.11%
2018-01-11,18,17,17,17,0.04K,-0.38%
2018-01-10,18,18,18,18,0.00K,0.27%
2018-01-09,18,17,17,17,0.01K,-0.71%
2018-01-08,18,17,17,17,-,4.90%
2018-01-07,17,17,17,17,-,-5.30%
2018-01-05,18,17,17,17,0.00K,0.15%
2018-01-04,18,17,17,17,0.03K,0.08%
2018-01-03,18,17,17,17,0.00K,0.36%
2018-01-02,18,17,17,17,0.03K,6.22%
2018-01-01,17,17,17,17,-,-5.53%
2017-12-29,18,17,17,17,0.02K,1.26%
2017-12-28,18,17,17,17,0.21K,0.93%
2017-12-27,18,17,17,17,0.09K,0.86%
2017-12-26,18,16,16,16,0.06K,6.96%
2017-12-25,16,16,16,16,-,-5.64%
2017-12-22,17,16,16,16,0.19K,1.20%
2017-12-21,17,16,16,16,0.05K,-0.21%
2017-12-20,17,16,16,16,0.02K,0.81%
2017-12-19,17,16,16,16,0.02K,-0.28%
2017-12-18,17,16,16,16,0.05K,6.46%
2017-12-17,16,16,16,16,-,-5.29%
2017-12-15,17,16,16,16,0.37K,0.75%
2017-12-14,17,16,16,16,0.03K,0.38%
2017-12-13,17,16,16,16,0.19K,1.22%
2017-12-12,17,16,16,16,0.20K,-0.72%
2017-12-11,17,16,16,16,0.08K,5.24%
2017-12-10,16,16,16,16,-,-5.20%
2017-12-08,17,16,16,16,0.08K,0.14%
2017-12-07,17,16,16,16,0.17K,-0.90%
2017-12-06,17,16,16,16,0.21K,-0.68%
2017-12-05,17,16,16,16,0.08K,-1.78%
2017-12-04,17,16,16,16,0.89K,5.33%
2017-12-03,16,16,16,16,-,-5.16%
2017-12-01,17,16,16,16,0.52K,-0.54%
2017-11-30,17,16,17,16,1.59K,-0.43%
2017-11-29,17,17,17,16,22.56K,-1.95%
2017-11-28,18,17,17,17,0.00K,-1.13%
2017-11-27,18,17,17,17,0.00K,5.97%
2017-11-26,17,17,17,17,-,-5.50%
2017-11-24,18,17,17,17,0.00K,5.28%
2017-11-23,17,17,17,17,-,-5.65%
2017-11-22,18,17,17,17,-,0.89%
2017-11-21,18,17,17,17,0.00K,0.75%
2017-11-20,18,17,17,17,-,3.25%
2017-11-19,17,17,17,17,-,-5.94%
2017-11-17,18,17,17,17,0.00K,1.70%
2017-11-16,18,17,17,17,0.01K,0.62%
2017-11-15,18,17,17,17,0.00K,-0.58%
2017-11-14,18,17,17,17,0.00K,0.20%
2017-11-13,18,17,17,17,0.00K,6.53%
2017-11-12,17,17,17,17,-,-5.16%
2017-11-10,18,17,17,17,0.00K,-0.66%
2017-11-09,18,17,17,17,0.00K,-0.93%
2017-11-08,18,17,17,17,0.01K,1.12%
2017-11-07,18,17,17,17,0.00K,-1.56%
2017-11-06,18,17,17,17,0.01K,7.89%
2017-11-05,17,17,17,17,-,-5.23%
2017-11-03,18,17,17,17,0.01K,-1.66%
2017-11-02,18,17,17,17,0.02K,-0.15%
2017-11-01,18,17,17,17,0.03K,2.67%
2017-10-31,18,17,17,17,0.30K,-0.85%
2017-10-30,18,17,17,17,0.12K,5.70%
2017-10-29,17,17,17,17,-,-4.92%
2017-10-27,18,17,17,17,0.00K,-0.35%
2017-10-26,18,17,17,17,0.06K,-0.62%
2017-10-25,18,17,17,17,0.03K,-0.22%
2017-10-24,18,17,17,17,0.06K,-0.61%
2017-10-23,18,17,17,17,0.02K,6.10%
2017-10-22,17,17,17,17,-,-5.75%
2017-10-20,18,17,17,17,0.02K,-0.99%
2017-10-19,18,17,17,17,0.01K,1.44%
2017-10-18,18,17,17,17,0.01K,-0.25%
2017-10-17,18,17,17,17,0.06K,-1.80%
2017-10-16,18,17,17,17,0.03K,5.06%
2017-10-15,17,17,17,17,-,-4.98%
2017-10-13,18,17,17,17,0.07K,0.78%
2017-10-12,18,17,17,17,0.04K,0.74%
2017-10-11,18,17,17,17,0.05K,-0.41%
2017-10-10,18,18,18,18,0.01K,1.34%
2017-10-09,18,17,17,17,0.00K,6.44%
2017-10-08,17,17,17,17,-,-5.10%
2017-10-06,18,17,17,16,0.02K,0.89%
2017-10-05,18,17,17,17,0.02K,0.13%
2017-10-04,18,17,17,17,0.05K,-0.13%
2017-10-03,18,17,17,17,0.04K,-0.05%
2017-10-02,18,17,17,17,0.02K,5.69%
2017-10-01,17,17,17,17,-,-5.51%
2017-09-29,18,17,17,17,0.02K,-0.86%
2017-09-28,18,17,17,17,0.18K,0.11%
2017-09-27,18,17,17,17,0.04K,-0.29%
2017-09-26,18,17,17,17,0.11K,-1.48%
2017-09-25,18,17,17,17,0.17K,6.53%
2017-09-24,17,17,17,17,-,-5.27%
2017-09-22,18,17,17,17,0.09K,-0.21%
2017-09-21,18,17,17,17,0.21K,-1.76%
2017-09-20,18,17,17,17,0.09K,0.22%
2017-09-19,18,17,17,17,0.16K,0.70%
2017-09-18,18,17,18,17,0.21K,2.80%
2017-09-17,18,18,18,18,-,-5.61%
2017-09-15,19,18,18,18,0.24K,-0.47%
2017-09-14,19,18,18,18,0.28K,-0.28%
2017-09-13,19,18,18,18,0.43K,-0.05%
2017-09-12,19,18,18,18,0.36K,-0.01%
2017-09-11,19,18,18,18,0.40K,4.86%
2017-09-10,18,18,18,18,-,-5.70%
2017-09-08,19,18,18,18,0.36K,0.07%
2017-09-07,19,18,18,18,0.81K,0.70%
2017-09-06,19,18,18,18,0.31K,-0.18%
2017-09-05,19,18,18,18,0.95K,5.52%
2017-09-04,18,18,18,18,-,-0.11%
2017-09-03,18,18,18,18,-,-4.48%
2017-09-01,19,18,18,17,0.54K,1.30%
2017-08-31,19,17,18,17,1.47K,0.34%
2017-08-30,18,17,17,17,21.20K,-0.05%
2017-08-29,18,17,17,17,0.00K,-0.06%
2017-08-28,18,17,17,17,99.64K,8.51%
2017-08-27,17,17,17,17,-,-5.80%
2017-08-25,18,17,17,17,0.07K,0.49%
2017-08-24,18,17,17,17,0.05K,-0.44%
2017-08-23,18,17,17,17,0.04K,0.28%
2017-08-22,18,17,17,17,0.02K,-0.20%
2017-08-21,18,17,17,17,0.02K,6.94%
2017-08-20,17,17,17,17,-,-6.45%
2017-08-18,18,17,17,17,0.03K,-0.30%
2017-08-17,18,17,17,17,0.06K,0.64%
2017-08-16,18,17,17,17,0.03K,1.27%
2017-08-15,18,17,17,17,0.02K,-2.24%
2017-08-14,18,17,17,17,0.06K,6.48%
2017-08-13,17,17,17,17,-,-5.82%
2017-08-11,18,17,17,17,0.05K,0.01%
2017-08-10,18,17,17,17,0.17K,1.15%
2017-08-09,18,17,17,16,0.09K,2.70%
2017-08-08,17,16,16,16,0.04K,0.77%
2017-08-07,17,16,16,16,0.00K,6.74%
2017-08-06,16,16,16,16,-,-6.36%
2017-08-04,17,16,16,16,0.00K,-2.18%
2017-08-03,18,17,17,17,57.97K,-0.59%
2017-08-02,18,17,17,17,0.01K,-0.17%
2017-08-01,18,17,17,17,0.04K,-0.13%
2017-07-31,18,17,17,17,0.28K,6.56%
2017-07-30,17,17,17,17,-,-5.67%
2017-07-28,18,16,17,16,0.08K,0.70%
2017-07-27,18,17,17,17,0.01K,0.79%
2017-07-26,18,16,17,16,0.10K,-0.48%
2017-07-25,18,16,16,16,0.03K,0.58%
2017-07-24,18,16,16,16,0.12K,6.05%
2017-07-23,17,17,17,16,-,-5.78%
2017-07-21,18,16,16,16,0.07K,0.64%
2017-07-20,17,16,16,16,0.07K,0.27%
2017-07-19,17,16,16,16,0.05K,0.14%
2017-07-18,17,16,16,16,0.10K,0.98%
2017-07-17,17,16,16,16,0.06K,7.13%
2017-07-16,16,16,16,16,-,-5.74%
2017-07-14,17,16,16,16,0.06K,1.44%
2017-07-13,17,16,16,16,0.02K,-1.17%
2017-07-12,17,16,16,16,0.06K,0.84%
2017-07-11,17,16,16,15,0.16K,0.65%
2017-07-10,17,16,16,15,0.29K,7.15%
2017-07-09,16,16,16,16,-,-5.53%
2017-07-07,17,16,16,15,0.30K,-3.29%
2017-07-06,17,16,16,16,0.19K,0.51%
2017-07-05,17,16,16,16,0.62K,5.28%
2017-07-04,16,16,16,16,-,-6.11%
2017-07-03,17,17,17,16,0.43K,3.51%
2017-07-02,17,17,17,17,-,-6.32%
2017-06-30,18,17,17,16,1.34K,-0.15%
2017-06-29,18,17,17,17,17.57K,-0.77%
2017-06-28,18,17,17,17,0.01K,0.79%
2017-06-27,18,17,17,17,51.95K,0.10%
2017-06-26,18,16,17,16,0.00K,6.22%
2017-06-25,17,17,17,17,-,-6.26%
2017-06-23,18,17,17,17,0.00K,0.75%
2017-06-22,18,16,16,16,0.00K,0.79%
2017-06-21,18,16,16,16,0.02K,-0.24%
2017-06-20,18,16,17,16,0.05K,-0.50%
2017-06-19,18,17,17,17,0.01K,5.91%
2017-06-18,17,17,17,17,-,-6.38%
2017-06-16,18,17,17,17,0.00K,-0.37%
2017-06-15,18,17,17,17,0.01K,-2.34%
2017-06-14,18,17,17,17,0.08K,2.06%
2017-06-13,18,17,17,17,0.04K,-0.97%
2017-06-12,18,17,17,17,0.01K,5.58%
2017-06-11,17,17,17,17,-,-6.72%
2017-06-09,18,17,17,17,0.03K,-0.99%
2017-06-08,19,18,18,17,0.02K,-1.10%
2017-06-07,19,18,18,18,0.10K,-0.44%
2017-06-06,19,18,18,18,0.02K,0.69%
2017-06-05,19,18,18,18,0.01K,6.56%
2017-06-04,18,18,18,18,-,-5.87%
2017-06-02,19,17,18,17,0.25K,1.32%
2017-06-01,18,17,17,17,0.08K,-0.73%
2017-05-31,19,17,17,17,0.05K,-0.12%
2017-05-30,19,17,17,17,0.88K,6.85%
2017-05-29,17,17,17,17,-,0.01%
2017-05-28,17,17,17,17,-,-5.92%
2017-05-26,18,17,17,17,0.03K,0.71%
2017-05-25,18,17,17,17,0.09K,0.42%
2017-05-24,18,17,17,17,0.02K,-0.13%
2017-05-23,18,17,17,17,0.07K,-0.27%
2017-05-22,18,17,17,17,0.00K,8.00%
2017-05-21,17,17,17,17,-,-5.37%
2017-05-19,18,17,17,17,0.07K,0.69%
2017-05-18,18,17,17,17,0.06K,-1.31%
2017-05-17,18,17,17,17,0.12K,0.92%
2017-05-16,18,17,17,17,0.05K,0.83%
2017-05-15,18,16,17,16,0.08K,7.80%
2017-05-14,16,16,17,16,-,-6.20%
2017-05-12,18,16,16,16,0.04K,0.78%
2017-05-11,17,16,16,16,0.07K,0.33%
2017-05-10,17,16,16,16,0.13K,0.80%
2017-05-09,17,16,16,16,0.09K,-1.13%
2017-05-08,17,16,16,16,0.15K,5.68%
2017-05-07,16,16,16,16,-,-5.46%
2017-05-05,17,16,16,16,0.19K,-0.17%
2017-05-04,17,16,17,16,0.68K,-1.39%
2017-05-03,18,17,17,16,1.23K,-1.61%
2017-05-02,18,17,17,17,0.54K,-0.07%
2017-05-01,18,17,17,17,1.44K,4.20%
2017-04-30,17,17,17,17,-,-6.23%
2017-04-28,18,17,17,17,1.54K,-0.39%
2017-04-27,19,17,17,17,35.74K,-0.54%
2017-04-26,19,17,17,17,67.57K,-1.20%
2017-04-25,19,18,18,18,0.03K,-1.36%
2017-04-24,19,18,18,18,46.78K,6.67%
2017-04-23,18,18,18,18,-,-6.24%
2017-04-21,19,18,18,18,0.04K,-0.83%
2017-04-20,19,18,18,18,41.78K,-0.66%
2017-04-19,19,18,18,18,0.07K,-0.55%
2017-04-18,19,18,18,18,36.12K,-1.29%
2017-04-17,20,18,18,18,0.01K,6.07%
2017-04-16,19,19,19,19,-,0.40%
2017-04-14,19,19,19,19,-,-6.08%
2017-04-13,20,18,19,18,0.01K,1.07%
2017-04-12,20,18,18,18,0.14K,0.25%
2017-04-11,19,18,18,18,0.02K,1.72%
2017-04-10,19,18,18,18,0.06K,6.48%
2017-04-09,18,18,18,18,-,-7.24%
2017-04-07,19,18,18,18,0.01K,-0.42%
2017-04-06,19,18,18,18,0.14K,0.26%
2017-04-05,19,18,18,18,0.03K,-0.70%
2017-04-04,20,18,18,18,0.01K,0.69%
2017-04-03,19,18,18,18,0.02K,6.54%
2017-04-02,18,18,18,18,-,-6.40%
2017-03-31,19,18,18,18,0.02K,0.26%
2017-03-30,19,18,18,18,0.06K,-0.18%
2017-03-29,19,18,18,18,0.00K,-0.01%
2017-03-28,19,18,18,18,0.07K,0.76%
2017-03-27,19,18,18,18,0.01K,8.23%
2017-03-26,18,18,18,18,-,-5.84%
2017-03-24,19,18,18,18,0.24K,0.83%
2017-03-23,19,18,18,18,0.03K,0.07%
2017-03-22,19,18,18,18,0.01K,-0.04%
2017-03-21,19,17,18,17,0.02K,0.82%
2017-03-20,19,17,17,17,0.08K,7.00%
2017-03-19,17,17,17,17,-,-6.41%
2017-03-17,19,17,17,17,0.06K,0.58%
2017-03-16,19,17,17,17,0.23K,2.30%
2017-03-15,18,17,17,17,0.12K,0.01%
2017-03-14,18,17,17,17,0.09K,-0.27%
2017-03-13,18,17,17,17,0.21K,6.63%
2017-03-12,17,17,17,17,-,-5.97%
2017-03-10,18,17,17,17,0.17K,-0.68%
2017-03-09,18,18,18,18,0.00K,-1.51%
2017-03-08,19,17,18,17,0.89K,-1.22%
2017-03-07,19,18,18,17,0.36K,-1.26%
2017-03-06,19,18,18,18,0.30K,5.51%
2017-03-05,18,18,18,18,-,-5.10%
2017-03-03,19,18,18,18,0.45K,-0.15%
2017-03-02,19,18,18,18,0.90K,-3.73%
2017-03-01,20,18,18,18,0.99K,0.12%
2017-02-28,20,20,20,20,0.00K,0.26%
2017-02-27,20,18,18,18,24.87K,6.77%
2017-02-26,18,18,18,18,-,-6.29%
2017-02-24,20,18,18,18,2.85K,1.14%
2017-02-23,19,18,18,18,0.07K,0.84%
2017-02-22,19,18,18,18,3.83K,-0.28%
2017-02-21,19,18,18,18,0.19K,6.93%
2017-02-20,18,18,18,18,-,0.23%
2017-02-19,18,18,18,18,-,-6.79%
2017-02-17,19,18,18,18,0.18K,-0.25%
2017-02-16,19,18,18,18,0.02K,0.60%
2017-02-15,19,18,18,18,0.02K,0.45%
2017-02-14,19,18,18,18,0.03K,0.48%
2017-02-13,19,18,18,18,0.01K,6.34%
2017-02-12,18,18,18,18,-,-6.45%
2017-02-10,19,19,19,19,0.00K,1.09%
2017-02-09,19,18,18,18,0.11K,0.20%
2017-02-08,19,18,18,18,0.02K,-0.18%
2017-02-07,19,18,18,18,0.01K,0.48%
2017-02-06,19,18,18,18,0.03K,7.91%
2017-02-05,17,18,18,17,-,-6.16%
2017-02-03,19,17,17,17,0.00K,0.26%
2017-02-02,19,18,18,17,0.02K,-0.11%
2017-02-01,19,17,18,17,0.02K,-0.43%
2017-01-31,19,17,18,17,0.03K,2.46%
2017-01-30,18,17,17,17,0.03K,5.92%
2017-01-29,17,17,17,17,-,-5.47%
2017-01-27,18,17,17,17,0.00K,1.61%
2017-01-26,18,17,17,17,0.40K,-0.71%
2017-01-25,18,17,17,17,0.01K,-1.14%
2017-01-24,18,17,17,17,0.00K,-0.02%
2017-01-23,18,17,17,17,0.01K,6.31%
2017-01-22,17,17,17,17,-,-5.12%
2017-01-20,18,17,17,17,0.07K,0.18%
2017-01-19,18,17,17,17,0.00K,-1.53%
2017-01-18,18,17,17,17,0.10K,0.69%
2017-01-17,18,17,17,17,0.86K,8.31%
2017-01-16,17,17,17,17,-,-0.39%
2017-01-15,17,17,17,17,-,-5.32%
2017-01-13,18,17,17,17,0.01K,-0.35%
2017-01-12,18,17,17,17,0.01K,-0.02%
2017-01-11,18,17,17,17,0.00K,-0.04%
2017-01-10,18,17,17,17,0.24K,1.05%
2017-01-09,18,16,17,16,0.00K,7.11%
2017-01-08,17,17,17,16,-,-5.71%
2017-01-06,18,16,16,16,0.00K,-0.66%
2017-01-05,18,17,17,17,0.01K,0.47%
2017-01-04,18,16,16,16,0.01K,0.83%
2017-01-03,17,16,16,16,0.01K,8.95%
2017-01-02,16,16,16,16,-,-5.94%
2016-12-30,17,16,16,16,0.16K,-1.36%
2016-12-29,17,16,16,16,0.12K,1.10%
2016-12-28,17,16,16,16,0.18K,0.29%
2016-12-27,17,16,16,16,0.01K,7.57%
2016-12-26,16,16,16,16,-,-5.76%
2016-12-23,17,16,16,16,0.01K,-0.67%
2016-12-22,17,16,16,16,0.08K,-0.68%
2016-12-21,17,16,16,16,0.19K,-0.81%
2016-12-20,17,16,16,16,0.02K,0.17%
2016-12-19,17,16,16,16,0.01K,5.99%
2016-12-18,16,16,16,16,-,-6.36%
2016-12-16,17,16,16,16,0.14K,1.48%
2016-12-15,17,17,17,16,0.42K,-6.99%
2016-12-14,18,17,17,17,0.16K,1.35%
2016-12-13,18,17,17,17,0.20K,-1.20%
2016-12-12,18,17,17,17,0.10K,7.63%
2016-12-11,17,17,17,17,-,-5.29%
2016-12-09,18,17,17,17,0.19K,-0.73%
2016-12-08,18,17,17,17,0.08K,-1.01%
2016-12-07,18,17,17,17,0.04K,2.66%
2016-12-06,18,17,17,17,0.27K,-0.57%
2016-12-05,18,17,17,17,0.20K,5.91%
2016-12-04,17,17,17,17,-,-5.25%
2016-12-02,18,17,17,16,0.14K,1.85%
2016-12-01,17,16,17,16,0.78K,0.18%
2016-11-30,17,17,17,16,1.21K,-1.47%
2016-11-29,18,17,17,16,17.88K,0.39%
2016-11-28,18,17,17,17,0.32K,0.74%
2016-11-25,18,17,17,17,0.00K,7.10%
2016-11-24,16,16,16,16,-,-6.26%
2016-11-23,17,16,16,16,0.00K,-1.39%
2016-11-22,18,17,17,17,0.13K,0.79%
2016-11-21,18,17,17,17,0.00K,5.97%
2016-11-20,17,17,17,17,-,-6.17%
2016-11-18,18,17,17,17,0.03K,-0.87%
2016-11-17,18,17,17,17,0.25K,-0.82%
2016-11-16,18,17,17,17,0.00K,-0.61%
2016-11-15,18,17,17,17,0.00K,0.84%
2016-11-14,18,17,17,17,0.02K,2.57%
2016-11-13,17,17,17,17,-,-5.16%
2016-11-11,18,19,19,17,0.03K,-6.96%
2016-11-10,20,18,18,18,0.00K,1.81%
2016-11-09,19,19,19,18,0.02K,0.12%
2016-11-08,19,18,19,18,0.02K,1.04%
2016-11-07,19,18,18,18,0.01K,5.69%
2016-11-06,18,18,18,18,-,-6.47%
2016-11-04,19,18,18,18,0.01K,-0.18%
2016-11-03,19,18,18,18,0.00K,-1.38%
2016-11-02,20,18,19,18,0.01K,1.44%
2016-11-01,19,18,18,18,0.05K,3.39%
2016-10-31,19,18,18,18,0.00K,5.50%
2016-10-30,18,18,18,18,-,-5.22%
2016-10-28,19,18,18,18,0.04K,0.88%
2016-10-27,19,18,18,18,0.02K,-0.01%
2016-10-26,19,18,18,18,0.01K,-0.90%
2016-10-25,19,18,18,18,0.01K,0.92%
2016-10-24,19,18,18,18,0.11K,6.46%
2016-10-23,18,18,18,17,-,-5.52%
2016-10-21,19,17,17,17,0.06K,-0.31%
2016-10-20,19,18,18,17,0.02K,-0.64%
2016-10-19,19,18,18,18,0.01K,0.11%
2016-10-18,19,18,18,17,0.02K,0.96%
2016-10-17,19,17,17,17,0.01K,6.10%
2016-10-16,17,17,17,17,-,-5.58%
2016-10-14,18,17,17,17,0.03K,-0.09%
2016-10-13,19,17,17,17,0.01K,-0.25%
2016-10-12,19,18,18,18,0.01K,-0.04%
2016-10-11,19,18,18,18,0.01K,-0.81%
2016-10-10,19,18,18,18,0.00K,5.67%
2016-10-09,18,18,18,18,-,-3.89%
2016-10-07,18,19,19,19,0.00K,0.19%
2016-10-06,18,18,18,17,0.02K,-1.88%
2016-10-05,19,18,18,18,0.02K,-0.43%
2016-10-04,19,19,19,18,0.16K,-5.54%
2016-10-03,20,19,19,19,0.01K,3.72%
2016-10-02,19,19,19,19,-,-5.24%
2016-09-30,20,19,20,19,0.07K,0.12%
2016-09-29,20,19,19,19,0.09K,0.33%
2016-09-28,20,19,19,19,0.05K,-0.20%
2016-09-27,20,19,19,19,0.03K,-2.07%
2016-09-26,21,20,20,20,0.04K,4.43%
2016-09-25,20,20,20,20,-,-5.16%
2016-09-23,21,20,20,20,0.05K,-1.36%
2016-09-22,21,20,20,20,0.04K,1.62%
2016-09-21,21,20,20,20,0.02K,2.43%
2016-09-20,20,19,19,19,0.01K,-0.06%
2016-09-19,20,19,19,19,0.05K,7.66%
2016-09-18,19,19,19,19,-,-5.11%
2016-09-16,20,19,19,19,0.08K,-0.84%
2016-09-15,20,19,19,19,0.13K,-0.12%
2016-09-14,20,19,19,19,0.11K,0.46%
2016-09-13,20,19,19,19,0.08K,-0.12%
2016-09-12,20,19,19,19,0.25K,4.54%
2016-09-11,19,19,19,19,-,-6.08%
2016-09-09,20,20,20,19,0.13K,-1.50%
2016-09-08,21,20,20,20,0.24K,-0.84%
2016-09-07,21,20,20,20,0.24K,-1.30%
2016-09-06,21,19,20,19,0.83K,7.78%
2016-09-05,20,19,20,19,-,0.96%
2016-09-04,19,19,19,19,-,-4.60%
2016-09-02,20,19,19,19,0.51K,2.09%
2016-09-01,20,19,19,19,0.37K,1.19%
2016-08-31,20,19,19,19,1.59K,0.16%
2016-08-30,20,19,19,19,14.29K,-0.94%
2016-08-29,20,19,19,19,0.00K,7.27%
2016-08-28,19,19,19,19,-,-6.26%
2016-08-26,20,19,19,19,0.00K,0.64%
2016-08-25,20,19,19,19,0.00K,-0.44%
2016-08-24,20,19,19,19,0.01K,-1.88%
2016-08-23,20,19,19,19,0.03K,0.35%
2016-08-22,20,19,19,19,0.02K,5.59%
2016-08-21,19,19,19,19,-,-7.36%
2016-08-19,20,19,19,19,0.00K,-1.98%
2016-08-18,21,20,20,20,0.01K,0.53%
2016-08-17,21,20,20,20,0.00K,-1.05%
2016-08-16,21,20,20,20,0.03K,0.06%
2016-08-15,21,20,20,20,0.00K,5.99%
2016-08-14,20,20,20,20,-,-5.03%
2016-08-12,21,20,20,20,0.01K,-1.51%
2016-08-11,21,20,20,20,0.06K,-0.65%
2016-08-10,21,20,20,20,0.01K,1.59%
2016-08-09,21,20,20,20,0.01K,0.28%
2016-08-08,21,20,20,20,0.03K,6.30%
2016-08-07,20,20,20,20,-,-5.95%
2016-08-05,21,20,20,20,0.01K,-2.65%
2016-08-04,22,20,20,20,0.03K,-0.13%
2016-08-03,22,21,21,20,0.02K,-1.06%
2016-08-02,22,20,21,20,0.03K,1.11%
2016-08-01,22,21,21,20,0.02K,5.49%
2016-07-31,20,20,20,20,-,-4.40%
2016-07-29,21,20,20,20,0.09K,0.78%
2016-07-28,21,20,21,20,0.02K,0.97%
2016-07-27,21,20,20,20,0.00K,1.54%
2016-07-26,21,20,20,20,0.17K,0.19%
2016-07-25,21,20,20,19,0.12K,4.92%
2016-07-24,20,20,20,20,-,-4.86%
2016-07-22,21,20,20,20,0.08K,-0.61%
2016-07-21,21,19,20,19,0.03K,1.00%
2016-07-20,21,20,20,19,0.14K,-1.88%
2016-07-19,21,20,20,20,0.05K,-0.33%
2016-07-18,21,20,20,20,0.30K,3.91%
2016-07-17,20,20,20,20,-,-4.17%
2016-07-15,21,20,20,20,0.09K,-0.74%
2016-07-14,21,20,20,20,0.12K,-0.41%
2016-07-13,21,20,20,20,0.09K,1.17%
2016-07-12,21,20,20,20,0.14K,-0.58%
2016-07-11,21,20,21,20,0.14K,3.48%
2016-07-10,21,20,21,20,-,-2.37%
2016-07-08,21,20,20,19,0.38K,1.26%
2016-07-07,21,20,20,20,0.54K,-1.71%
2016-07-06,21,20,20,20,0.41K,1.47%
2016-07-05,21,20,21,20,0.95K,1.66%
2016-07-04,20,20,21,20,-,2.30%
2016-07-03,20,20,20,20,-,-2.32%
2016-07-01,21,19,20,19,1.08K,5.02%
2016-06-30,20,18,19,18,1.44K,1.12%
2016-06-29,19,18,19,18,26.07K,2.78%
2016-06-28,19,18,18,18,0.01K,0.55%
2016-06-27,19,18,18,18,0.00K,4.20%
2016-06-26,18,18,18,18,-,-4.37%
2016-06-24,19,17,18,17,0.06K,2.33%
2016-06-23,18,17,17,17,0.00K,0.25%
2016-06-22,18,17,17,17,0.00K,-0.04%
2016-06-21,18,17,17,17,0.08K,-1.04%
2016-06-20,18,17,17,17,0.00K,5.88%
2016-06-19,17,17,17,17,-,-5.00%
2016-06-17,18,17,17,17,0.00K,-1.06%
2016-06-16,19,18,18,17,0.01K,0.56%
2016-06-15,18,17,17,17,0.00K,0.43%
2016-06-14,18,17,17,17,0.02K,-0.11%
2016-06-13,18,17,17,17,0.00K,5.92%
2016-06-12,17,17,17,17,-,-5.01%
2016-06-10,18,17,17,17,0.00K,0.34%
2016-06-09,18,17,17,17,0.03K,1.61%
2016-06-08,18,17,17,17,0.01K,3.43%
2016-06-07,17,16,16,16,0.00K,-0.30%
2016-06-06,17,16,16,16,0.00K,5.73%
2016-06-05,16,16,16,16,-,-4.96%
2016-06-03,17,16,16,16,0.01K,2.00%
2016-06-02,17,16,16,16,0.00K,0.56%
2016-06-01,17,16,16,16,0.01K,-0.35%
2016-05-31,17,16,16,16,0.08K,5.65%
2016-05-30,16,16,16,16,-,-6.83%
2016-05-27,17,16,16,16,0.40K,-0.43%
2016-05-26,17,16,16,16,0.01K,0.47%
